Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000332,-1.0921442971330695,YAPC,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.523463943553772,Other
ACH-000334,-1.2495143088615004,DB,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.300238146985768,Other
ACH-000335,-0.3320783419158551,MSTO211H,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.079484783826816,Other
ACH-000336,-1.4526325146577017,OCIAML3,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.538402361394953,Other
ACH-000317,-0.4053792297560008,TUHR14TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,9.370861740085283,Other
ACH-000318,-0.7226673195270981,TE10,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.207014320177532,Other
ACH-000319,-0.21391228816734087,MPP89,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.43691970822096,Other
ACH-000320,-0.12440483543570913,PSN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.547877780412508,Other
ACH-000322,-0.4394150337200194,HT144,Melanoma,Skin,Melanoma,10.6778077155729,Other
ACH-000323,-0.302947510837303,42MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma,11.458714191329776,Other
ACH-000324,-0.3662187630675523,JHOC5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.895863035369812,Other
ACH-000325,-0.5192952558983261,SNU620,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.640787200856014,Other
ACH-000307,-0.3840292835214164,PK1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.051888655905378,Other
ACH-000308,-0.48170600105784245,EFO21,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.582349007188284,Other
ACH-000310,-0.6375606555869873,IMR32,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.770069185109683,Other
ACH-000311,-1.04700793487936,NCIH2122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.210622644396905,Other
ACH-000312,-0.22008115834152975,SKNBE2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,10.126833509562644,Other
ACH-000313,-0.23249697519225915,KMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.475226777742266,Other
ACH-000315,-1.3371471809586732,KARPAS422,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.99929538702341,Other
ACH-000316,-0.44720352307204336,SNU886,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.887372951146778,Other
ACH-000387,-0.9806450538391642,TF1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.701843581735533,Other
ACH-000389,-0.6988461937626403,H4,Diffuse Glioma,CNS/Brain,Diffuse Glioma,9.894635899529622,Other
ACH-000390,-0.2448521497156002,LUDLU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.204571144249204,Other
ACH-000391,-0.2213824376726648,MHHES1,Ewing Sarcoma,Bone,Ewing Sarcoma,9.571638891709783,Other
ACH-000393,-0.07470973435601203,HLF,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,11.072467608241858,Other
ACH-000395,-1.7209055613239443,NCIH520,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.449870844073695,Other
ACH-000396,-0.6903146566056303,J82,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,11.40843589543731,Other
ACH-000397,-0.5217099108423358,TEN,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,9.925687947889916,Other
ACH-000374,-0.3630313285016169,HCC1143,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.06582000582393,Other
ACH-000375,-0.1020663500977883,G402,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.417641579138628,Other
ACH-000376,-1.1634634767150782,SF295,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.529137690517398,Other
ACH-000377,-0.6052221310824124,SNU478,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,10.739021096704448,Other
ACH-000378,-0.4266389986158686,NCIH647,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.51204906750144,Other
ACH-000381,-1.0261342432459302,T84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.72654175002618,Other
ACH-000383,-0.6757636684402831,OE33,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.495555266860974,Other
ACH-000385,-0.8073107161018778,SKRC52,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.302638923787551,Other
ACH-000363,-1.5761679502966655,SKMM2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,8.883040347099442,Other
ACH-000364,-0.6161061161667948,U2OS,Osteosarcoma,Bone,Osteosarcoma,10.484017256915571,Other
ACH-000365,-1.150701995709956,SUDHL4,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.565025894432488,Other
ACH-000366,-0.23606973726774827,SKNDZ,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,10.247571541477914,Other
ACH-000367,-0.19784375169842505,NCIH226,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.469947009577336,Other
ACH-000368,-0.6229284326847458,SNU1105,Diffuse Glioma,CNS/Brain,Diffuse Glioma,11.03981011304817,Other
ACH-000370,-0.7741140934844626,SNU626,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.03974158460541,Other
ACH-000371,-1.0838158938526619,RL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.38607803400871,Other
ACH-000350,-0.3678775849318838,COLO678,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,8.711253978487916,Other
ACH-000352,-0.25941621143590127,HCC1428,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.767108520354371,Other
ACH-000354,-1.4382617811116039,CAPAN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.165660751498669,Other
ACH-000355,-0.5548338002958554,NCIH82,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.258330472612425,Other
ACH-000356,-0.820913972744371,MKN45,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.475936042446389,Other
ACH-000359,-0.31398198983081155,MG63,Osteosarcoma,Bone,Osteosarcoma,10.37210325529828,Other
ACH-000361,-0.24149584767720234,SKHEP1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.200040332350383,Other
ACH-000362,-0.9118632518054639,MOLM13,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.462400022691776,Other
ACH-000433,-0.7185182358714814,CAKI1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.495355392235982,Other
ACH-000434,-0.2789127035726687,NCIH1915,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.753032848171692,Other
ACH-000435,-0.502035569196575,EFE184,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,8.779358225865959,Other
ACH-000436,-1.0912949560317937,OCIMY7,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,8.081936081719432,Other
ACH-000437,-0.02566977183830821,SW1088,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.576484346796851,Other
ACH-000438,-0.6732110005425503,LU65,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.054468656195478,Other
ACH-000441,-0.13276349409293697,SH4,Melanoma,Skin,Melanoma,10.091435386323608,Other
ACH-000442,-1.9480223832983738,RERFLCSQ1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,11.026592601698171,Other
ACH-000421,-0.3343635217483381,SW837,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.713936335600955,Other
ACH-000422,-0.38139553648302726,SNU475,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.656246079580804,Other
ACH-000424,-1.4433315112431098,TC71,Ewing Sarcoma,Bone,Ewing Sarcoma,10.006606594769428,Other
ACH-000425,-0.3652322929808367,UACC62,Melanoma,Skin,Melanoma,9.340183921423527,Other
ACH-000426,-1.0539411063261772,KMS20,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-000427,-0.25427455147043576,NCIN87,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.771060228637085,Other
ACH-000430,-0.004218682323130718,TYKNU,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.867819262920214,Other
ACH-000431,-0.33422283681542647,NCIH1694,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.750422270776822,Other
ACH-000408,-0.4992443860502425,TE5,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.041111535369152,Other
ACH-000410,-0.3889374917217756,SAOS2,Osteosarcoma,Bone,Osteosarcoma,10.766197597300843,Other
ACH-000411,-0.18893003158246896,769P,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.919533755780195,Other
ACH-000414,-0.2797895794038349,NCIH1944,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.67502197647671,Other
ACH-000415,-0.5998044692970966,BICR6,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.764573071224547,Other
ACH-000416,-0.25073458901475915,NCIH838,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.71518983030284,Other
ACH-000417,-0.9122509602045887,PANC0813,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,11.235236410326037,Other
ACH-000420,-0.05776180843644119,SNU449,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.603811769450283,Other
ACH-000398,-1.0199400790369313,RI1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.760803097521316,Other
ACH-000401,-0.41881670282658257,COLO800,Melanoma,Skin,Melanoma,10.298520857125949,Other
ACH-000402,-0.8277756951550544,BL70,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.382515955482996,Other
ACH-000403,-0.6382154011685813,NCIH747,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.44086916761087,Other
ACH-000404,0.05200417420084957,K029AX,Melanoma,Skin,Melanoma,10.12515513132229,Other
ACH-000405,-1.3354244999053326,MEC1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.889260578405793,Other
ACH-000406,-1.4771229451617178,U937,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.372930338954294,Other
ACH-000407,-0.5654638512175811,SNU685,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,10.369161091349168,Other
ACH-000477,-0.7437073419567125,MALME3M,Melanoma,Skin,Melanoma,9.31856540459299,Other
ACH-000478,-0.31607563852979487,SNU387,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.48048729420296,Other
ACH-000479,-0.4809680547927744,KNS81,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.4993476328766,Other
ACH-000480,-0.5118883503918132,HUH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,9.886169060654556,Other
ACH-000481,-0.6146763334850711,NCIH2170,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.707152031804304,Other
ACH-000483,-0.47570784797837845,SNU182,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.291285833996586,Other
ACH-000484,-0.8004263789391217,VMRCRCW,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,9.160779041053011,Other
ACH-000485,-1.202837834904209,GSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.59281206101406,Other
ACH-000468,-0.2823455957095272,PK45H,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.24293589533958,Other
ACH-000469,-0.11295421794129723,YH13,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.488141401029708,Other
ACH-000470,-0.3938364214349281,SW1463,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.357661961939954,Other
ACH-000471,-0.016748181622614156,LI7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.1767964781476,Other
ACH-000472,-0.7498622140086351,HSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.311816418592183,Other
ACH-000473,-0.40108820201334283,RT112,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.31208880079678,Other
ACH-000475,-0.3372684791007257,HUH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,9.7122002506184,Other
ACH-000476,-0.2879153626980565,JHH4,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.161761743304677,Other
ACH-000458,-0.5530029051564174,CJM,Melanoma,Skin,Melanoma,9.91835641653237,Other
ACH-000459,-0.41938486414975823,TUHR10TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,10.619486376055548,Other
ACH-000460,-0.991687497561303,SNU8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.213590302881306,Other
ACH-000461,-0.5815569576049008,SNU1196,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,10.348949409509617,Other
ACH-000463,-0.7403934637083522,NCIH460,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.402202011710605,Other
ACH-000464,-0.12694031585991716,CAS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,9.719217672588968,Other
ACH-000466,-0.5439260926225225,SNU216,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.19007157455409,Other
ACH-000467,-0.4499669156840683,HCC56,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.560829570819829,Other
ACH-000444,-1.457715252549797,LU99,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.836508030334274,Other
ACH-000445,-0.1856641959565431,KNS60,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.36872470446112,Other
ACH-000448,-0.10127265692190657,NCIH1666,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.620164829730909,Other
ACH-000450,-0.3570848899975172,MELHO,Melanoma,Skin,Melanoma,9.823367240046236,Other
ACH-000452,-0.570923950477999,TE8,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.947695375048436,Other
ACH-000454,-0.7055553589306545,HCC95,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.002815015607052,Other
ACH-000455,-0.27833331096136055,LN428,Diffuse Glioma,CNS/Brain,Diffuse Glioma,9.508230553606577,Other
ACH-000456,-0.5607286211071831,BCPAP,Poorly Differentiated Thyroid Cancer,Thyroid,Poorly Differentiated Thyroid Cancer,9.9304860265803,Other
ACH-000517,-1.6566776758638357,SNU410,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,8.820530018050633,Other
ACH-000518,-0.3735740970778238,CAL33,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.415678398155704,Other
ACH-000520,-0.53220439750067,59M,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.59535073603301,Other
ACH-000521,-0.9654904738689075,NCIH2030,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.892542816648552,Other
ACH-000522,0.08847566225195136,UMUC3,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.275076907719606,Other
ACH-000524,-0.39630182667333336,KURAMOCHI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.586014082512518,Other
ACH-000525,0.08433780913125122,NCIH2171,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.118162430063126,Other
ACH-000527,-0.3360918433010149,OVISE,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.179710083870624,Other
ACH-000505,-0.28077948368692984,RKN,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma,10.666845337619822,Other
ACH-000507,-0.38978251537598096,KE39,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,9.982708428919908,Other
ACH-000510,-0.861893986188556,NCIH1299,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.011786331206608,Other
ACH-000511,-0.04533379665610704,CALU1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.74416109557041,Other
ACH-000512,-0.47359923835689133,INA6,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,8.532550739284268,Other
ACH-000514,-0.22508218697156424,NCIH1092,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.720329774131276,Other
ACH-000515,-0.9772313169728886,HCC33,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.981567281903017,Other
ACH-000516,-0.1577757298368584,CAL78,Chondrosarcoma,Bone,Chondrosarcoma,10.26620091249896,Other
ACH-000496,-0.8083945020802762,NCIH1792,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.96383533051664,Other
ACH-000498,-0.6935798321028941,KO52,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.495914971419117,Other
ACH-000499,-1.0168688040542857,EW8,Ewing Sarcoma,Bone,Ewing Sarcoma,9.57457460662284,Other
ACH-000500,-0.766674872633905,SNU46,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.782179193831208,Other
ACH-000501,-0.5289409050967673,LS123,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.018756559476076,Other
ACH-000502,-0.8694852821314581,TCCPAN2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.20799043323296,Other
ACH-000503,-0.4819838657569596,BICR16,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.719114973830573,Other
ACH-000504,-0.12259675156123928,SNB75,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.774869402858574,Other
ACH-000486,-0.6097513550865771,KU1919,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.451417196403908,Other
ACH-000487,-1.0074217190630956,F36P,Myelodysplastic Syndromes,Myeloid,Myelodysplastic Syndromes,9.182319857761378,Other
ACH-000488,-1.3087578977653693,TE11,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,10.650064435210217,Other
ACH-000489,-1.3532162519880147,SW1116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.038370331730682,Other
ACH-000490,-1.0031158570790562,SF767,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.120548937076,Other
ACH-000491,-0.9310755286222041,NCIH716,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.813925453508132,Other
ACH-000493,-0.5935066120337903,SNU423,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,11.158609688214478,Other
ACH-000495,-0.30093621211558363,TUHR4TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,9.884338442091412,Other
ACH-000565,-2.031389603672671,RCM1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.298589587982343,Other
ACH-000567,-0.8265411695247749,ST486,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.099610811960916,Other
ACH-000569,-0.3059873116020876,ISTMES1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.349834091457248,Other
ACH-000570,-0.55947301011529,YKG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,9.76507056943317,Other
ACH-000571,-0.0794315447809566,T98G,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.674633661767269,Other
ACH-000573,-0.9184889547948718,MDAMB436,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.5239539394967,Other
ACH-000576,-0.817080638374327,KMS27,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.12644636477543,Other
ACH-000577,-0.28583295882190335,JHH2,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.80663017222416,Other
ACH-000554,-0.6153840794116155,UACC893,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.055282435501187,Other
ACH-000556,-0.23892897187541645,SIHA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,9.93007200715382,Other
ACH-000557,-1.5729274539593527,AML193,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,10.787331243496418,Other
ACH-000558,0.03203643229810271,A172,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.282509306240836,Other
ACH-000559,-0.11248417081142337,NCIH1836,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.389846410077986,Other
ACH-000561,-0.45156058723386294,TDOTT,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.953119704818466,Other
ACH-000562,-1.1818766010097495,HCC78,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,11.193217322699065,Other
ACH-000563,-0.3401272933522413,EBC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,11.312712816120188,Other
ACH-000545,-0.5262445891750003,VMCUB1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,9.683784164130593,Other
ACH-000546,-0.5764460062873773,HSC4,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.127091548383024,Other
ACH-000547,-0.6149384554824949,HT1197,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.551900479999611,Other
ACH-000548,-0.3594334762470849,BHY,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.712423824280378,Other
ACH-000549,-0.4213334018846101,SNU1076,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.52771157155004,Other
ACH-000550,-0.20119452965222384,IGR39,Melanoma,Skin,Melanoma,10.246384333510251,Other
ACH-000551,-1.1829379518350316,K562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,8.935312406229214,Other
ACH-000552,-0.28218092081479323,HT29,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.529918528120325,Other
ACH-000528,-0.08281126159593988,ABC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.850983772934034,Other
ACH-000532,-1.640447485737951,SNU61,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.160779041053011,Other
ACH-000533,-0.6906077693578728,NCIH2004RT,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,10.345183447187663,Other
ACH-000535,-1.0784716025586047,BXPC3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.788065750957792,Other
ACH-000537,-0.3337514399763763,SNU761,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.352374534324804,Other
ACH-000541,-1.2828383613501444,KMS34,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,10.04425749404078,Other
ACH-000542,-0.8513189104896182,HEYA8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.970681127876937,Other
ACH-000544,-0.784138176269318,OE21,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,9.541464504087545,Other
ACH-000614,-0.2711979743638359,RVH421,Melanoma,Skin,Melanoma,10.410027278884572,Other
ACH-000616,-0.21608087851003133,HS746T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.434419730629225,Other
ACH-000618,-0.4551345675337518,SNU1041,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.686325432208688,Other
ACH-000619,-1.106851566971101,PECAPJ15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,9.917610768320648,Other
ACH-000620,-0.7246695018162765,JHH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,10.170175447591868,Other
ACH-000621,-0.1873177733746364,MDAMB157,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,9.767952680830556,Other
ACH-000622,-0.459722737384711,KNS42,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.376668061857668,Other
ACH-000623,-0.5943715561163948,SNU201,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.724002168404215,Other
ACH-000601,-0.3588287094203704,MIAPACA2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.952566540942804,Other
ACH-000602,-1.1661228455191215,M07E,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.883849884583082,Other
ACH-000604,-0.7682509580882145,KYO1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,9.19433826442426,Other
ACH-000605,-1.0341660050162833,TE6,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,8.738565196861536,Other
ACH-000606,-0.9339896524939184,PECAPJ34CLONEC12,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,11.604414234422068,Other
ACH-000607,-0.6355125802346265,KYM1,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,10.070389327891398,Other
ACH-000608,-1.0511091672226205,COV644,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.908512715258205,Other
ACH-000609,-0.17548118771680943,SF126,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.970321631465591,Other
ACH-000589,-0.24498197276106337,NCIH1437,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.32023644524165,Other
ACH-000591,-0.6027414808831376,LN235,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.14274527675153,Other
ACH-000592,-0.3368442235026672,TM31,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.516093963417184,Other
ACH-000593,-0.4162370117592956,BC3C,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,10.180903709179384,Other
ACH-000595,-0.30874075770097476,LN229,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.945955858351304,Other
ACH-000596,-0.7671878866319644,LCLC97TM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.43341852534423,Other
ACH-000597,-0.9582528052752448,TTC709,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,10.724599116264733,Other
ACH-000599,-0.525001126623296,PATU8902,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.405141463136344,Other
